Geneid	C_1	C_2	C_3	F_1	F_2	F_3	W_1	W_2	W_3
ENSG00000185963	880	1665	1441	1584	1713	1349	2364	1959	1491
ENSG00000187984	15	15	6	11	10	3	17	15	7
ENSG00000252772	0	0	0	0	0	0	0	0	0
ENSG00000226721	0	0	0	0	0	0	0	0	0
ENSG00000275318	17	32	21	12	22	27	21	16	25
ENSG00000127081	76	135	199	123	170	151	199	121	128
ENSG00000226668	0	0	0	0	0	0	0	0	0
ENSG00000232843	0	0	0	0	0	0	0	0	0
ENSG00000188101	0	0	0	0	0	0	0	0	0
ENSG00000127084	102	169	119	117	219	208	30	29	63
ENSG00000157303	0	1	1	0	1	0	2	4	3
ENSG00000223446	0	0	0	0	0	0	0	0	0
ENSG00000165233	1107	1309	1129	1225	1191	1346	1654	1277	1196
ENSG00000131669	1483	1486	1083	1444	1589	1467	1599	1206	967
ENSG00000203364	0	0	1	0	0	0	0	0	0
ENSG00000165238	448	767	682	901	942	870	832	672	781
ENSG00000204352	0	0	0	0	1	0	1	0	1
ENSG00000200570	0	0	0	0	0	0	0	0	0
ENSG00000201074	0	0	0	0	0	0	0	0	0
ENSG00000237385	0	0	0	0	0	0	0	0	0
ENSG00000188938	752	1013	699	783	807	807	1643	1025	799
ENSG00000048828	1951	3307	3464	3376	3517	3593	5114	3526	3672
ENSG00000197724	579	1331	1181	1126	1368	1557	2010	1435	1391
ENSG00000283146	0	0	0	0	0	0	0	0	0
ENSG00000265347	0	0	0	0	0	0	0	0	0
ENSG00000231990	0	0	0	0	0	0	0	0	0
ENSG00000131668	1	1	0	0	5	5	2	3	0
ENSG00000235601	0	0	1	0	0	0	4	0	1
ENSG00000158079	117	263	324	241	286	340	390	269	284
ENSG00000227666	0	5	4	3	3	3	4	4	4
ENSG00000269946	2	2	1	10	3	4	6	4	4
ENSG00000199165	0	0	0	2	0	1	0	0	4
ENSG00000199072	1	2	3	2	4	1	1	2	1
ENSG00000269929	9	13	7	7	5	7	14	17	10
ENSG00000230262	0	0	0	0	0	0	0	0	0
ENSG00000199133	12	22	7	3	16	11	9	10	9
ENSG00000175787	59	105	116	114	91	105	154	83	137
ENSG00000237679	0	4	3	1	3	1	0	0	1
ENSG00000130950	1	1	0	0	0	0	0	0	0
ENSG00000232063	0	1	0	0	0	0	0	0	0
ENSG00000224815	0	0	0	0	0	0	0	0	0
ENSG00000282886	2	5	3	2	5	4	5	5	3
ENSG00000148110	1078	1592	1377	1858	1685	1582	2863	1721	1617
ENSG00000278486	3	0	0	2	0	2	0	1	1
ENSG00000224245	0	3	5	7	7	6	1	6	0
ENSG00000202445	1	0	0	0	1	0	1	0	1
ENSG00000231806	105	143	127	103	113	132	105	83	83
ENSG00000130957	5	5	8	5	9	2	9	1	4
ENSG00000165140	17	18	13	4	0	4	7	15	7
ENSG00000148120	496	590	389	508	482	394	719	513	358
ENSG00000252153	0	0	1	0	1	0	0	1	0
ENSG00000230815	0	0	1	0	1	1	1	1	0
ENSG00000236095	2	3	1	0	1	2	4	3	2
ENSG00000224764	0	1	1	1	0	3	3	1	2
ENSG00000285807	0	0	1	1	3	0	0	2	3
ENSG00000274115	0	2	1	0	0	0	1	0	1
ENSG00000207563	2	2	2	0	0	0	3	1	1
ENSG00000207864	2	3	1	1	1	0	0	3	0
ENSG00000207617	0	0	0	0	0	0	0	0	0
ENSG00000284459	0	0	0	0	0	0	0	0	0
ENSG00000158169	636	793	668	963	888	724	1218	795	733
ENSG00000229065	0	5	11	5	3	9	2	3	4
ENSG00000223849	3	10	5	3	7	5	8	3	10
ENSG00000251884	0	1	0	1	0	0	1	0	3
ENSG00000230221	1	1	0	0	0	2	5	0	0
ENSG00000271384	4	3	1	2	0	3	2	2	1
ENSG00000213761	1	1	0	0	0	0	1	2	1
ENSG00000185920	523	1072	1053	752	966	1194	1248	710	1179
ENSG00000271314	0	0	0	0	0	0	0	2	0
ENSG00000271155	13	27	20	21	23	24	25	16	18
ENSG00000271659	2	14	5	5	3	4	18	12	17
ENSG00000229345	0	0	0	0	0	0	0	0	0
ENSG00000228142	0	0	4	1	0	2	1	0	0
ENSG00000227358	0	0	0	0	0	0	0	0	0
ENSG00000175611	191	188	152	223	236	207	301	190	180
ENSG00000268926	1	3	3	12	9	7	3	5	3
ENSG00000252847	0	1	0	0	0	0	2	0	0
ENSG00000182150	183	401	362	313	441	367	643	487	357
ENSG00000199202	0	0	0	0	0	0	0	0	0
ENSG00000237631	0	0	0	1	0	0	2	0	0
ENSG00000225194	3	5	1	1	1	1	5	2	2
ENSG00000237212	4	4	11	2	3	1	6	3	13
ENSG00000201938	0	0	0	0	0	0	1	0	0
ENSG00000275465	0	2	0	0	0	0	3	0	0
ENSG00000224546	64	81	61	55	70	79	76	67	72
ENSG00000130948	0	0	6	0	1	2	0	0	0
ENSG00000285269	4	4	9	0	1	1	0	0	7
ENSG00000232283	1	0	0	0	0	2	0	0	0
ENSG00000207276	0	0	3	0	1	2	0	0	1
ENSG00000130958	315	394	350	333	392	445	331	272	239
ENSG00000165244	302	449	460	553	507	430	986	598	751
ENSG00000238251	3	0	1	4	4	2	0	6	2
ENSG00000130956	243	441	331	380	405	392	422	374	341
ENSG00000081377	375	826	633	628	795	677	991	827	663
ENSG00000158122	226	263	163	269	236	195	402	278	235
ENSG00000224848	0	0	0	0	0	1	0	0	0
ENSG00000233820	0	0	0	0	0	0	0	0	0
ENSG00000081386	131	300	297	202	261	250	435	333	252
ENSG00000196597	42	118	92	129	146	117	171	110	87
ENSG00000196312	940	1304	1373	1240	1196	1278	1887	1118	1181
ENSG00000269907	8	5	6	9	14	6	8	7	9
ENSG00000227257	0	1	1	1	4	0	2	2	1
ENSG00000188152	32	53	27	29	41	39	39	22	31
ENSG00000236745	2	1	1	1	2	3	0	2	5
ENSG00000136943	664	650	691	727	822	877	803	571	610
ENSG00000197214	0	0	0	0	0	0	0	0	0
ENSG00000228376	0	0	1	1	0	0	0	0	1
ENSG00000228038	0	0	0	0	0	0	1	0	0
ENSG00000213612	0	3	1	0	1	0	1	0	0
ENSG00000277103	0	0	0	0	1	0	0	0	0
ENSG00000159712	1	3	0	0	2	2	0	1	2
ENSG00000252721	0	0	0	0	0	0	0	0	0
ENSG00000242375	8	10	7	10	4	7	7	3	5
ENSG00000188801	0	0	0	0	0	1	0	0	0
ENSG00000203279	5	1	18	12	5	8	15	6	14
ENSG00000235494	0	0	0	0	1	0	0	0	0
ENSG00000254876	22	16	25	26	21	16	39	22	32
ENSG00000255036	0	1	1	3	0	1	1	5	0
ENSG00000254483	0	0	0	0	0	0	0	0	0
ENSG00000254633	0	0	0	0	0	0	0	0	0
ENSG00000197816	17	41	35	21	18	31	30	43	43
ENSG00000221269	0	3	1	1	0	2	0	0	3
ENSG00000228957	0	0	0	0	0	0	0	0	1
ENSG00000196116	199	386	319	290	356	291	349	298	293
ENSG00000136842	93	148	105	149	172	127	196	103	121
ENSG00000228174	2	3	0	0	0	0	0	0	0
ENSG00000136925	161	418	413	443	484	387	730	439	373
ENSG00000136937	839	1112	1059	1368	1295	1288	2344	1403	1440
ENSG00000231521	1	0	2	1	2	0	2	0	2
ENSG00000136936	269	322	230	236	224	202	498	311	231
ENSG00000214417	0	0	0	0	0	0	0	0	0
ENSG00000236130	1	0	1	2	0	0	2	1	2
ENSG00000260677	0	0	0	0	1	0	0	0	0
ENSG00000178919	0	0	0	0	0	0	0	1	0
ENSG00000136932	173	204	125	177	184	104	288	233	153
ENSG00000201830	0	4	0	0	5	4	1	1	1
ENSG00000136929	0	0	0	0	0	0	0	0	0
ENSG00000136938	6220	5599	4303	5980	5279	5228	10878	6719	6223
ENSG00000236896	2	4	2	0	4	4	4	0	1
ENSG00000212521	0	0	0	0	0	1	0	0	0
ENSG00000095380	1494	1578	1067	1311	1349	1118	2236	1500	1195
ENSG00000106785	301	495	481	687	548	495	1053	725	821
ENSG00000274011	4	3	2	3	1	3	2	0	0
ENSG00000106789	592	942	814	780	832	680	1189	911	744
ENSG00000095383	301	479	409	427	486	489	412	351	339
ENSG00000278412	0	0	0	1	0	0	0	0	0
ENSG00000224001	0	0	0	0	0	0	0	0	0
ENSG00000136928	11	12	10	14	9	14	34	12	5
ENSG00000229897	0	0	0	0	0	1	0	0	0
ENSG00000165138	809	1233	1219	1315	1304	1278	1895	1332	1357
ENSG00000285706	1	2	0	2	2	2	2	0	5
ENSG00000119514	17	33	24	19	32	33	24	27	36
ENSG00000267026	0	0	1	0	0	0	0	0	0
ENSG00000229338	0	0	0	1	0	0	0	0	0
ENSG00000204291	103	259	71	64	96	43	124	108	104
ENSG00000270412	0	0	0	0	0	0	0	0	0
ENSG00000106799	625	1264	1006	918	1141	1111	1547	1074	1168
ENSG00000252942	0	0	0	0	0	0	0	0	0
ENSG00000227269	0	0	0	0	0	0	0	0	0
ENSG00000240235	0	0	0	0	0	0	0	0	0
ENSG00000119523	592	837	690	740	778	642	1315	930	691
ENSG00000106803	2689	2520	1727	2148	2188	1848	3477	2415	1872
ENSG00000222337	0	0	3	0	1	0	1	0	0
ENSG00000255815	0	0	2	2	0	5	3	1	0
ENSG00000271086	1	4	3	5	6	1	1	3	0
ENSG00000277828	0	1	0	0	0	0	0	0	0
ENSG00000277465	0	0	0	0	0	0	0	0	0
ENSG00000234860	0	0	0	0	0	0	0	0	0
ENSG00000237461	2	0	3	3	2	3	6	1	0
ENSG00000119508	37	204	38	54	246	42	145	526	80
ENSG00000255145	6	6	5	9	6	2	2	3	5
ENSG00000136874	141	275	249	231	276	276	371	250	250
ENSG00000254571	0	0	0	0	0	0	0	2	0
ENSG00000023318	858	975	669	1008	1035	918	1540	1020	944
ENSG00000234709	9	8	12	8	12	6	7	10	6
ENSG00000119509	190	279	293	220	294	337	436	277	357
ENSG00000239908	1	3	3	6	3	4	5	2	1
ENSG00000238172	1	2	0	0	1	0	1	0	0
ENSG00000270995	0	0	0	1	0	1	0	1	0
ENSG00000231697	1	1	0	0	2	2	0	0	4
ENSG00000136891	573	742	637	817	832	754	1286	746	703
ENSG00000066697	1324	1720	1111	1650	1615	1305	3122	1939	1533
ENSG00000251349	0	0	1	0	0	0	1	0	0
ENSG00000241697	9	36	38	48	57	57	74	58	82
ENSG00000170681	16	30	33	24	43	39	71	50	46
ENSG00000200966	0	1	1	0	1	0	1	3	1
ENSG00000237999	0	0	0	0	0	0	0	0	0
ENSG00000230161	0	0	0	0	0	0	0	0	0
ENSG00000229541	0	0	0	0	0	0	0	0	0
ENSG00000148123	7	4	7	2	2	6	4	5	11
ENSG00000238143	0	0	0	0	0	0	0	0	0
ENSG00000253041	0	0	0	0	0	0	0	0	0
ENSG00000227411	0	0	0	0	0	0	0	0	0
ENSG00000236763	0	0	0	0	0	0	0	0	0
ENSG00000230328	0	0	0	0	0	0	0	0	0
ENSG00000136881	2	9	0	5	6	2	20	8	1
ENSG00000234502	0	1	0	0	2	0	2	1	0
ENSG00000136897	469	460	337	460	463	358	740	514	415
ENSG00000136870	178	302	305	212	264	263	386	289	219
ENSG00000136872	0	1	3	0	0	1	0	1	1
ENSG00000270982	0	0	0	0	0	0	0	0	0
ENSG00000225376	0	1	1	0	0	0	2	1	0
ENSG00000165152	256	292	362	355	366	460	639	336	493
ENSG00000233055	0	0	0	0	0	0	0	0	0
ENSG00000155827	920	1255	1150	1220	1274	1273	2091	1255	1127
ENSG00000198785	1	10	9	4	9	11	16	5	9
ENSG00000188386	2	0	0	0	0	0	1	0	0
ENSG00000230302	0	0	0	0	0	0	0	0	0
ENSG00000230418	0	0	0	0	0	0	0	0	0
ENSG00000238882	0	0	0	0	0	0	0	0	0
ENSG00000235901	0	0	0	0	0	0	0	0	0
ENSG00000204250	0	0	0	0	0	0	0	0	0
ENSG00000232242	0	0	0	0	0	0	0	0	0
ENSG00000234269	0	0	0	0	0	0	0	0	0
ENSG00000155833	0	1	0	0	0	0	0	0	0
ENSG00000229830	0	0	0	0	0	0	0	0	0
ENSG00000225564	0	0	0	0	1	0	0	0	0
ENSG00000226566	0	0	0	0	0	0	0	0	0
ENSG00000253031	0	0	0	0	0	0	0	0	0
ENSG00000285483	0	0	0	0	0	0	0	0	0
ENSG00000270332	5	9	21	9	5	12	24	6	15
ENSG00000136824	986	1608	1863	1952	1953	2035	3394	2004	1946
ENSG00000242111	0	0	0	0	0	0	0	0	0
ENSG00000203396	0	0	0	0	0	0	0	0	0
ENSG00000186881	0	0	0	0	0	0	0	0	0
ENSG00000283001	0	0	0	0	0	0	0	0	0
ENSG00000148136	0	0	0	0	0	0	0	0	0
ENSG00000204246	0	0	0	0	0	0	0	0	0
ENSG00000186943	0	0	0	0	0	0	0	0	0
ENSG00000237443	0	0	0	0	0	0	0	0	0
ENSG00000277556	0	0	0	0	0	0	0	0	0
ENSG00000276119	0	0	0	0	0	2	0	0	0
ENSG00000136839	0	0	0	0	0	0	0	0	0
ENSG00000273423	0	0	0	0	0	0	0	0	0
ENSG00000235248	0	0	0	0	0	0	0	0	0
ENSG00000179055	0	0	0	0	0	0	0	0	0
ENSG00000188712	0	0	1	0	0	0	0	0	0
ENSG00000136783	482	489	420	424	510	440	667	407	481
ENSG00000165028	29	27	58	42	59	67	61	35	61
ENSG00000165029	47	174	279	68	122	168	72	69	101
ENSG00000226334	5	8	4	8	9	3	0	3	2
ENSG00000230013	3	2	5	8	5	4	12	6	11
ENSG00000201583	0	0	0	0	0	0	0	0	0
ENSG00000070214	726	1304	1221	1326	1639	1508	1562	1019	1031
ENSG00000106701	63	95	139	151	122	137	188	123	94
ENSG00000229419	2	6	9	15	14	11	14	12	8
ENSG00000228317	0	0	1	3	0	2	0	0	0
ENSG00000106692	179	386	442	566	680	633	583	404	403
ENSG00000279609	0	0	1	1	1	0	0	0	0
ENSG00000186051	3	0	5	8	9	4	13	5	3
ENSG00000095209	228	321	273	499	478	408	553	365	338
ENSG00000228366	0	2	3	3	0	3	3	0	0
ENSG00000232486	1	0	1	2	3	1	3	1	0
ENSG00000228948	1	0	4	3	0	0	4	3	1
ENSG00000234323	65	58	79	72	105	137	111	98	104
ENSG00000225002	0	0	0	0	0	0	0	0	0
ENSG00000229297	0	0	1	0	1	2	2	0	0
ENSG00000277889	0	1	1	0	0	2	1	0	1
ENSG00000237062	0	0	0	1	0	2	5	2	3
ENSG00000234229	0	0	0	0	0	0	0	0	0
ENSG00000200131	0	1	0	0	0	2	0	0	0
ENSG00000228143	0	0	0	0	0	0	0	0	0
ENSG00000212276	0	0	0	0	0	0	0	0	0
ENSG00000148143	537	970	1218	887	941	1100	1515	825	1093
ENSG00000230782	0	0	0	0	0	0	0	0	0
ENSG00000231562	1	0	0	0	0	0	0	2	0
ENSG00000223615	0	0	0	0	0	0	0	0	0
ENSG00000225531	0	0	0	0	0	0	0	0	0
ENSG00000226047	0	0	0	0	0	0	0	0	0
ENSG00000226535	0	0	0	0	0	0	0	0	0
ENSG00000119318	4322	5552	5134	6079	5572	5009	10116	5862	5935
ENSG00000226825	1	0	0	0	0	1	0	0	0
ENSG00000213558	0	0	0	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0	0	0	0
ENSG00000136826	5	3	8	0	4	2	2	4	5
ENSG00000236005	0	0	0	0	0	0	0	0	0
ENSG00000227350	0	0	0	0	0	0	0	0	0
ENSG00000202308	0	0	0	0	0	0	0	0	0
ENSG00000222558	0	0	0	0	1	0	0	0	0
ENSG00000244104	1	0	1	0	1	0	0	0	2
ENSG00000231293	0	0	0	0	0	0	0	0	0
ENSG00000233727	0	0	0	0	0	0	0	0	0
ENSG00000222459	0	0	0	0	0	0	0	0	0
ENSG00000236783	0	0	0	0	0	0	0	0	0
ENSG00000213557	0	0	0	0	0	0	0	0	0
ENSG00000237360	0	0	0	0	0	0	0	0	0
ENSG00000230030	0	0	0	0	0	0	0	0	0
ENSG00000169253	0	0	0	0	0	0	0	0	0
ENSG00000231678	0	0	0	0	0	0	0	0	0
ENSG00000231810	0	0	0	0	0	0	0	0	0
ENSG00000213556	0	1	0	0	0	0	0	0	0
ENSG00000148156	1	0	0	0	0	0	0	0	0
ENSG00000187003	0	0	0	0	0	0	0	0	0
ENSG00000070061	732	1342	1187	1360	1373	1289	2330	1454	1344
ENSG00000119328	301	408	289	384	391	295	646	408	321
ENSG00000119326	1709	1650	1715	1892	1780	1639	3853	2575	2382
ENSG00000106771	544	1111	1252	1619	1822	1616	2556	1682	1610
ENSG00000199331	1	0	2	3	0	0	3	4	8
ENSG00000207698	2	0	0	0	0	0	0	0	0
ENSG00000260230	30	61	70	51	88	62	41	43	72
ENSG00000095203	113	217	255	259	232	234	391	258	315
ENSG00000200106	0	0	0	0	0	0	0	0	0
ENSG00000237124	0	0	1	0	0	0	0	0	0
ENSG00000207329	0	0	0	0	0	0	0	0	0
ENSG00000070159	315	710	693	659	682	687	903	685	671
ENSG00000263861	0	0	0	0	0	0	0	0	0
ENSG00000213539	1	0	0	0	0	0	0	1	0
ENSG00000243444	17	28	44	56	45	13	58	44	21
ENSG00000232939	5	11	3	20	17	7	13	18	12
ENSG00000157654	2	21	23	37	39	21	40	39	40
ENSG00000228053	0	0	1	0	1	3	1	0	2
ENSG00000241978	1	13	15	11	12	4	23	12	23
ENSG00000188959	2	7	5	3	1	5	8	2	4
ENSG00000136810	2428	1967	1426	2199	1944	1728	2879	1753	1615
ENSG00000204193	0	0	0	0	0	0	0	0	0
ENSG00000165124	2	6	1	2	3	4	7	4	1
ENSG00000206658	0	0	0	0	0	0	0	0	0
ENSG00000232896	0	0	0	0	0	0	0	0	0
ENSG00000030304	0	0	0	0	0	0	0	0	0
ENSG00000223918	0	0	0	0	0	0	0	0	0
ENSG00000198121	9	21	19	22	28	16	17	14	21
ENSG00000206923	0	0	0	0	0	0	0	0	0
ENSG00000207401	0	0	0	0	0	0	0	0	0
ENSG00000212409	0	0	0	0	0	0	0	0	0
ENSG00000227531	0	0	0	0	0	0	0	0	0
ENSG00000274263	0	0	0	0	0	0	0	0	0
ENSG00000171133	0	0	0	0	0	0	0	0	0
ENSG00000136813	1181	1773	1715	1784	1774	1755	2624	1698	1841
ENSG00000223238	0	0	1	0	0	0	0	0	2
ENSG00000173258	5	16	17	11	13	17	20	9	13
ENSG00000106853	458	487	403	692	753	780	918	499	544
ENSG00000224644	0	0	2	0	0	0	0	0	1
ENSG00000204173	5	1	3	7	12	8	4	4	5
ENSG00000059769	113	139	121	147	149	135	277	160	128
ENSG00000244115	0	0	0	0	0	0	0	0	0
ENSG00000242616	9	13	2	6	1	8	9	15	9
ENSG00000165181	1527	2994	2420	1660	2045	1630	3199	2154	2549
ENSG00000224067	1	0	1	1	1	0	0	0	0
ENSG00000206907	0	0	0	0	0	0	0	0	0
ENSG00000148154	339	588	639	582	411	591	915	630	634
ENSG00000266315	0	0	2	0	0	0	1	0	0
ENSG00000222356	0	0	0	0	0	1	0	0	0
ENSG00000259953	13	26	10	14	18	22	26	18	26
ENSG00000106868	157	253	179	247	303	267	447	288	293
ENSG00000222327	0	0	0	0	0	0	0	0	0
ENSG00000200261	0	0	0	0	0	0	0	3	0
ENSG00000225513	0	2	0	2	3	0	2	2	1
ENSG00000119314	755	1275	1264	1140	1238	982	2226	1549	1312
ENSG00000242256	0	2	0	2	2	0	0	3	0
ENSG00000199525	0	0	0	0	0	0	0	0	0
ENSG00000243911	0	0	0	0	0	1	0	0	2
ENSG00000230081	0	0	1	0	0	0	0	0	1
ENSG00000213529	0	0	0	0	0	0	0	0	0
ENSG00000119471	714	737	616	753	770	670	1229	804	869
ENSG00000230185	10	8	14	7	11	7	13	14	11
ENSG00000165185	125	315	440	241	233	312	435	321	463
ENSG00000250068	0	1	2	1	1	2	2	3	2
ENSG00000148153	800	832	624	863	783	756	1050	674	597
ENSG00000226609	1	1	3	3	1	1	4	1	1
ENSG00000148158	270	623	626	450	523	590	841	581	598
ENSG00000119457	1	12	9	1	2	1	1	7	4
ENSG00000271631	2	5	1	2	1	2	0	0	1
ENSG00000228623	16	38	29	15	36	39	41	37	34
ENSG00000237906	0	0	0	0	0	1	1	0	0
ENSG00000285447	0	0	0	1	0	1	1	0	0
ENSG00000136866	33	47	56	46	30	77	44	39	41
ENSG00000285115	9	7	4	6	10	7	7	5	3
ENSG00000284763	0	0	0	0	0	0	0	0	0
ENSG00000284962	0	0	0	0	0	0	0	0	0
ENSG00000285076	0	0	0	0	0	0	0	0	0
ENSG00000284867	0	0	0	0	0	0	0	0	0
ENSG00000285370	0	0	0	0	0	0	0	0	0
ENSG00000225684	18	22	31	16	26	14	18	17	19
ENSG00000231528	33	28	25	20	23	34	27	11	26
ENSG00000136867	8	14	19	23	18	26	26	20	12
ENSG00000119321	356	506	415	590	576	458	740	500	383
ENSG00000136868	379	506	393	594	521	456	936	594	495
ENSG00000176386	192	168	98	162	128	114	256	168	137
ENSG00000136875	652	773	643	1036	814	721	1882	1045	911
ENSG00000165188	0	0	0	0	0	0	1	1	0
ENSG00000148225	93	127	126	119	135	146	98	66	57
ENSG00000119411	0	0	0	0	0	0	0	0	0
ENSG00000119431	0	0	0	0	0	1	0	0	0
ENSG00000148218	404	652	503	577	623	643	764	479	439
ENSG00000148229	1021	958	915	1374	1153	940	2676	1375	1235
ENSG00000157653	1	6	1	4	5	5	8	4	0
ENSG00000138835	589	794	781	741	784	962	826	740	661
ENSG00000237073	0	1	3	1	1	4	2	2	1
ENSG00000282897	1	0	1	0	1	1	0	0	0
ENSG00000233817	22	38	44	30	39	17	59	52	39
ENSG00000227482	0	0	1	2	2	0	2	0	1
ENSG00000214669	0	0	0	0	0	0	0	0	0
ENSG00000232905	0	0	0	0	0	0	0	0	0
ENSG00000157657	300	864	769	666	830	843	991	621	799
ENSG00000106927	2	8	6	4	6	3	1	1	3
ENSG00000136883	1	6	16	0	1	1	0	0	3
ENSG00000196739	510	883	768	789	752	638	988	677	647
ENSG00000207726	2	0	0	0	0	0	0	0	0
ENSG00000229314	0	0	0	0	0	0	0	0	1
ENSG00000228278	1	2	3	3	3	3	1	0	0
ENSG00000106948	246	325	407	431	322	428	371	207	366
ENSG00000235119	0	2	0	0	0	0	1	1	0
ENSG00000095397	102	237	262	157	192	186	161	179	170
ENSG00000271214	0	0	0	0	0	0	1	0	0
ENSG00000235797	0	1	0	0	0	0	0	0	0
ENSG00000136888	560	712	481	603	612	613	1017	663	543
ENSG00000157693	185	271	226	314	265	209	555	352	267
ENSG00000201749	0	0	0	0	0	0	1	0	0
ENSG00000230054	2	0	0	0	1	0	1	0	1
ENSG00000230601	0	0	0	3	1	0	2	3	1
ENSG00000230284	0	0	0	0	0	0	0	0	1
ENSG00000274919	0	0	0	0	0	0	0	0	0
ENSG00000181634	99	229	210	45	53	78	94	78	47
ENSG00000229817	0	0	0	0	0	0	0	0	0
ENSG00000173077	8	3	4	2	1	4	6	4	3
ENSG00000106952	0	0	3	0	0	0	0	0	0
ENSG00000041982	788	1161	1736	1296	890	821	3659	2406	2163
ENSG00000236461	0	0	0	2	0	2	0	0	0
ENSG00000234692	10	5	2	0	0	0	4	1	3
ENSG00000228714	2	16	3	6	1	2	1	0	0
ENSG00000274755	0	0	0	0	0	0	0	0	0
ENSG00000204148	0	0	0	0	0	0	0	0	0
ENSG00000228707	0	0	0	0	0	0	0	0	1
ENSG00000182752	62	126	83	141	120	76	287	168	169
ENSG00000226604	2	1	3	3	1	1	1	2	5
ENSG00000244757	2	0	0	1	2	0	4	5	6
ENSG00000256040	0	0	0	0	0	0	0	0	0
ENSG00000148219	165	304	250	616	890	853	453	448	412
ENSG00000229105	0	1	0	0	3	0	0	0	1
ENSG00000230894	0	1	1	1	0	0	2	1	0
ENSG00000119401	439	641	541	574	715	588	905	619	556
ENSG00000285820	0	1	0	0	1	1	0	0	1
ENSG00000230734	0	0	0	0	0	0	0	1	0
ENSG00000207268	0	0	0	0	0	0	0	0	0
ENSG00000201140	0	0	0	0	0	0	0	0	0
ENSG00000222413	0	0	1	0	0	0	0	0	0
ENSG00000233516	0	0	0	0	0	0	0	0	0
ENSG00000233569	0	0	0	0	0	0	0	0	0
ENSG00000235133	0	0	0	0	0	0	0	0	0
ENSG00000285082	0	0	0	0	0	0	0	0	0
ENSG00000136869	311	895	804	1100	1528	1438	680	616	815
ENSG00000201444	0	0	0	0	0	0	0	1	0
ENSG00000284977	0	6	8	5	10	11	8	1	5
ENSG00000231901	0	0	0	0	0	0	1	0	0
ENSG00000234782	5	4	1	1	4	3	3	4	4
ENSG00000225050	0	0	0	0	0	0	0	0	0
ENSG00000235201	0	0	0	0	0	0	0	0	0
ENSG00000231166	0	0	0	0	0	0	0	0	0
ENSG00000078725	30	61	37	94	150	106	142	123	126
ENSG00000260970	0	0	0	0	0	0	0	0	0
ENSG00000261432	0	0	0	0	0	0	0	0	0
ENSG00000225960	0	0	0	0	0	0	0	0	0
ENSG00000207814	0	0	0	0	0	0	0	0	0
ENSG00000136861	1010	1513	1566	1642	1906	1937	2222	1605	1661
ENSG00000106780	109	189	219	292	330	365	253	218	194
ENSG00000238181	0	3	5	2	0	1	0	0	1
ENSG00000119402	583	909	819	881	810	860	1373	943	854
ENSG00000214654	39	59	38	70	64	82	68	33	39
ENSG00000270917	6	3	1	1	4	3	2	0	0
ENSG00000095261	486	740	591	879	874	678	1435	830	663
ENSG00000226752	181	266	240	336	319	297	476	279	316
ENSG00000119403	1202	1374	1463	1846	1824	1761	3577	2203	2322
ENSG00000056558	103	152	33	205	148	26	83	88	11
ENSG00000106804	3	4	4	14	13	8	15	6	10
ENSG00000119397	249	396	539	582	629	808	614	405	509
ENSG00000119396	1218	1775	1469	1630	1753	1567	2586	1557	1371
ENSG00000243738	1	5	5	2	6	4	8	4	9
ENSG00000148180	2365	3028	2799	1561	2316	2546	2321	2120	1961
ENSG00000214651	1	0	0	0	0	0	0	0	0
ENSG00000239593	3	2	0	1	0	2	2	0	0
ENSG00000235865	21	56	86	15	31	50	53	47	67
ENSG00000148175	728	1192	749	1280	1748	1353	1483	1154	1135
ENSG00000227355	9	10	9	19	15	17	17	7	5
ENSG00000204136	0	1	1	1	0	3	1	1	4
ENSG00000240299	0	0	0	0	0	0	0	0	0
ENSG00000213467	0	0	0	0	0	0	1	0	0
ENSG00000136848	822	1474	1206	1316	1591	1564	1635	1348	1249
ENSG00000229854	0	0	0	0	0	0	0	0	0
ENSG00000261534	4	8	4	14	18	35	22	11	8
ENSG00000175764	28	34	23	36	25	32	65	37	34
ENSG00000237548	0	0	0	1	1	2	0	5	0
ENSG00000266583	0	0	0	0	0	0	1	0	0
ENSG00000119421	961	960	632	921	849	809	1333	897	763
ENSG00000185681	1	0	0	0	2	1	4	3	2
ENSG00000106852	39	61	51	58	35	36	66	36	44
ENSG00000119446	268	387	284	351	397	313	627	441	310
ENSG00000148187	311	345	283	447	340	339	679	390	340
ENSG00000095303	41	73	38	29	31	34	74	64	48
ENSG00000269970	0	0	0	0	0	0	0	0	0
ENSG00000233616	0	0	0	0	0	0	0	0	0
ENSG00000229245	8	24	17	18	19	17	17	10	11
ENSG00000231465	3	1	5	0	5	1	0	7	1
ENSG00000136834	2	1	2	1	8	0	4	4	1
ENSG00000197233	0	2	0	1	0	2	3	0	0
ENSG00000239590	0	1	1	0	0	2	3	0	3
ENSG00000171505	0	0	0	0	0	0	0	0	0
ENSG00000171501	0	0	0	0	0	0	0	0	0
ENSG00000171496	1	5	3	1	0	4	4	0	2
ENSG00000228914	0	0	0	0	1	1	2	1	0
ENSG00000234156	0	0	1	0	3	1	0	0	1
ENSG00000165202	0	0	0	0	1	1	1	0	0
ENSG00000280094	0	0	0	0	0	0	0	0	0
ENSG00000173679	0	0	0	0	0	0	0	0	0
ENSG00000171481	0	0	0	0	0	0	0	0	0
ENSG00000226783	0	0	0	0	0	0	0	0	0
